ID,Épica,Módulo,Historia/Requerimiento,Tarea,Capa,Descripción,Criterios de aceptación,Prioridad,Responsable,Dependencias,Estado,Estimación (h),Riesgo,Evidencia,Bloque,ADR origen
FND-BE-25,Integridad transaccional,Transversal CORE,Como usuario necesito que dos aprobaciones simultáneas no dejen un saldo en negativo.,Manejo de concurrencia: declarar el aislamiento REPEATABLE READ y el protocolo de bloqueo,Backend,"No hay ningún SELECT FOR UPDATE ni ajuste de nivel de aislamiento en todo el backend. Declarar REPEATABLE READ explícitamente y fijar el protocolo: bloquear la fila del contrato como primera sentencia, con orden fijo contrato, factura, póliza o concepto, y por identificador ascendente si hay dos contratos.",1) El nivel de aislamiento se declara explícitamente y está documentado 2) El protocolo de bloqueo está escrito y es obligatorio para el CORE 3) Una prueba de concurrencia demuestra la serialización sobre la misma fila de contrato 4) Las transacciones no contienen llamadas externas ni cálculos costosos mientras retienen el bloqueo,Crítica,Dev Backend + Tech Lead,FND-BE-24,Pendiente,12,Alto,Documento de protocolo y prueba de concurrencia con dos sesiones,Fundación,"ADR-0027 B2 B6, 0024 B5 B6, 0025 B5"
FND-BE-26,Integridad transaccional,error.middleware.js,Como usuario necesito un mensaje claro cuando otra persona está operando sobre el mismo contrato.,Manejo de errores: tratar ER_LOCK_DEADLOCK y ER_LOCK_WAIT_TIMEOUT,Backend,"Los interbloqueos y las esperas de bloqueo caen hoy en un 500 genérico. Reintentar el interbloqueo un número acotado de veces solo en operaciones idempotentes, responder 409 si persiste y 503 ante espera de bloqueo agotada.",1) ER_LOCK_DEADLOCK se reintenta un número acotado de veces y luego devuelve 409 2) ER_LOCK_WAIT_TIMEOUT devuelve 503 3) Ninguno de los dos cae en el 500 genérico 4) Prueba que provoca un interbloqueo y verifica el código de respuesta,Media,Dev Backend,FND-BE-25,Pendiente,8,Medio,PR y prueba que provoca interbloqueo,Fundación,"ADR-0027 B5, 0021 B9, 0024 B8"
FND-BE-27,Integridad transaccional,Transversal CORE,Como usuario necesito que reenviar un formulario no cree una segunda factura.,Manejo de concurrencia: infraestructura de idempotencia en creación y transición,Backend,"No hay idempotencia en ninguna operación. Implementar la detección de repetición por clave: una repetición con la misma clave devuelve la entidad ya creada o el estado ya alcanzado; la misma clave con otro contenido se rechaza.",1) Una repetición con la misma clave devuelve el resultado previo y no crea nada 2) La misma clave con contenido distinto devuelve 409 3) Las transiciones leen la precondición de estado bajo bloqueo antes de aplicar 4) Pruebas de doble envío para creación y para transición,Alta,Dev Backend,FND-BD-14 FND-BE-24,Pendiente,14,Alto,PR y pruebas de doble envío,Fundación,"ADR-0027 B3, 0020 B3, 0023 B10, 0025 B7"
FND-BE-28,Cálculo,common/utils,Como área contable necesito que los saldos cierren exactamente.,Reglas de negocio: adoptar aritmética decimal exacta y una regla de redondeo única,Backend,"No hay ninguna librería de aritmética decimal en el proyecto y el cliente formatea importes con parseFloat. Adoptar aritmética exacta, tratar las columnas DECIMAL como cadena hasta entrar en el cálculo y fijar una única regla de redondeo aplicada por línea antes de sumar.","1) Ningún importe, porcentaje ni saldo pasa por Number ni parseFloat en el backend 2) Regla de redondeo única, documentada y aplicada por línea antes de sumar 3) Batería de pruebas de casos límite de redondeo aprobada por contabilidad 4) Regla de revisión que impide reintroducir aritmética en punto flotante",Crítica,Dev Backend + Área contable,DEC-06,Pendiente,12,Alto,"PR, batería de pruebas de redondeo y visto bueno contable",Fundación,"ADR-0026 B3 B4, 0021 B10, 0024 B7, 0025 B6"
FND-BE-29,Plataforma de datos,modules/template,Como desarrollador necesito un patrón de módulo que pueda replicar sin heredar defectos.,Query SQL: corregir el módulo template como patrón de referencia,Backend,"El módulo template, patrón de referencia para los maestros, interpola filtros en la cadena SQL y usa una convención de auditoría en español distinta del estándar del proyecto. Corregirlo o reemplazarlo antes de replicarlo ocho veces.","1) Todos los filtros y el ordenamiento van parametrizados, con lista blanca para nombres de columna 2) La convención de auditoría coincide con el estándar de cuatro columnas 3) El módulo incluye verificación de permisos y auditoría desde req.user 4) Prueba de inyección sobre filtros y ordenamiento",Alta,Dev Backend,FND-BE-13 FND-BE-21,Pendiente,12,Medio,PR del patrón corregido y prueba de inyección,Fundación,"ADR-0003 B3, 0004 B5, 0007 B4, 0009 B10, 0010 B8, 0019 B6"
FND-BE-30,Plataforma de datos,users.service.js / document service,Como responsable de seguridad necesito que ningún listado construya SQL con entrada del cliente.,Query SQL: corregir paginationUsers y paginationModuleDocs,Backend,"paginationUsers interpola once parámetros del cliente en la cadena SQL y además oculta registros por el estado del maestro relacionado. Parametrizar ambos listados, usar lista blanca de ordenamiento y cambiar el JOIN interno por externo.",1) Ningún parámetro del cliente se concatena a la cadena SQL 2) Lista blanca para el campo y el sentido de ordenamiento 3) El JOIN a maestros es externo y no oculta filas por el estado del maestro 4) Pruebas de inyección y de visibilidad de filas con maestro inactivo,Alta,Dev Backend,-,Pendiente,10,Alto,PR y pruebas de inyección y de visibilidad,Fundación,"ADR-0011 B4 B8, 0002 B8, 0004 B4"
FND-BE-31,Seguridad,microsoftGraph,Como responsable de seguridad necesito que el almacenamiento de documentos no esté abierto ni guarde secretos en claro.,Permisos: autenticar las rutas de microsoftGraph y proteger rul_client_secret,Backend,Las cuatro rutas de microsoftGraph.routes.js no tienen verifyToken y tbl_business_rules almacena rul_client_secret en texto plano. Es la única infraestructura preexistente del CORE y la usará toda la facturación.,1) Las cuatro rutas exigen verifyToken y el permiso correspondiente 2) El secreto deja de almacenarse en claro y proviene de variable de entorno o almacén cifrado 3) El secreto actual queda rotado 4) Prueba de acceso sin token rechazado,Alta,Dev Backend,FND-BE-13,Pendiente,10,Alto,"PR, registro de rotación y prueba de acceso sin token",Fundación,"ADR-0018 B12, 0020 B14, 0021 B14, 0023 B15"
FND-BE-32,Plataforma de datos,error.middleware.js,Como usuario necesito saber qué campo está duplicado cuando el sistema rechaza mi registro.,Manejo de errores: mensaje de duplicado que nombre el campo,Backend,"error.middleware.js ya traduce ER_DUP_ENTRY a 409, pero con un mensaje genérico que remite a sistemas. Mejorarlo para que identifique el campo o la restricción violada, sin exponer detalles internos del esquema.",1) El mensaje nombra el dato duplicado en términos del usuario 2) No se expone el nombre del índice ni la consulta 3) Mapa de restricciones a mensajes mantenido junto a las migraciones 4) Pruebas por cada restricción UNIQUE de negocio,Baja,Dev Backend,FND-BD-09,Pendiente,6,Bajo,PR y pruebas de mensaje por restricción,Fundación,"ADR-0008 B8, 0012 B13"
FND-BE-33,Seguridad,common/mails/auth.mails.js,Como desarrollador necesito que no exista un segundo flujo de recuperación que nadie mantiene.,Service: retirar el código muerto de recuperación,Backend,auth.mails.js contiene una implementación paralela y obsoleta de recuperación que opera sobre tbl_recuperar_cuenta y columnas inexistentes en el esquema actual. Es código muerto que duplica el flujo.,1) El archivo y sus referencias quedan eliminados 2) Ninguna ruta ni servicio lo invoca 3) Las pruebas siguen en verde tras el retiro,Baja,Dev Backend,-,Pendiente,3,Bajo,PR de retiro con pruebas en verde,Fundación,ADR-0001 B16
FND-BE-34,Autorización,profiles.service.js,Como administrador necesito que eliminar un perfil no deje permisos huérfanos.,Transacciones: corregir deleteProfile y su limpieza de dependientes,Backend,"deleteProfile elimina sin verificar dependientes y deja huérfanas las filas de tbl_profile_permissions. Verificar dependientes, eliminar en la misma transacción y bloquear si hay usuarios asociados.",1) La eliminación verifica usuarios asociados y devuelve un error explícito si existen 2) Las filas de permisos del perfil se eliminan en la misma transacción 3) No quedan filas huérfanas tras la operación 4) Prueba de perfil con usuarios y de perfil sin usuarios,Baja,Dev Backend,FND-BE-24,Pendiente,6,Bajo,PR y consulta de verificación sin huérfanos,Fundación,ADR-0014 B11
FND-BE-35,Integridad transaccional,auth.service.js,Como usuario necesito que un fallo a mitad del restablecimiento no deje mi cuenta en un estado intermedio.,"Transacciones: envolver verifyOtp, restorePassword y forgotPassword",Backend,Los tres flujos escriben en varias tablas sin transacción. Envolverlos con la utilidad central para que la operación y su rastro se confirmen o reviertan juntos.,1) Los tres flujos usan la utilidad central de transacción 2) Un fallo intermedio no deja registros parciales 3) Pruebas que fuerzan el fallo en cada punto intermedio,Media,Dev Backend,FND-BE-24,Pendiente,6,Medio,PR y pruebas de fallo intermedio,Fundación,ADR-0027 B7
FND-BE-36,Integridad transaccional,src/cron/index.js,Como responsable funcional necesito que el sistema reporte por su cuenta cualquier inconsistencia de saldos.,Service: activar el cron y montar el proceso de conciliación,Backend,"El cron está implementado con la lista de tareas vacía y su arranque comentado en server.js. Activarlo y montar el proceso que reporta, sin corregir, todo incumplimiento de invariantes y toda discrepancia entre valores persistidos derivables y su recálculo.","1) El cron arranca y su configuración está documentada 2) El proceso reporta y nunca corrige 3) El informe llega a un destinatario definido e incluye contrato, invariante y diferencia 4) No se usa el cron para transiciones de estado, que son síncronas",Media,Dev Backend,FND-BE-05,Pendiente,12,Medio,"PR, ejemplo de informe generado y configuración documentada",Fundación,"ADR-0027 B9, 0024 B9, 0025 B8, 0015, 0017"
FND-FE-01,Autorización,contexts/authContext.jsx,Como responsable de seguridad necesito que no exista un usuario con privilegio total escrito en el código.,Eliminar el superusuario embebido del contexto de autenticación,Frontend,"El contexto trata al usuario con identificador 1 como superusuario. El privilegio total, si se requiere, se expresa como un perfil con todos los permisos asignados, no como una condición en el cliente.",1) No queda ninguna comparación por identificador de usuario en el cliente 2) Existe un perfil con todos los permisos que sustituye el comportamiento 3) hasPermission depende solo del catálogo recibido de la API 4) Prueba de interfaz con el usuario 1 sin permisos que no ve las acciones,Media,Dev Frontend,FND-BE-19,Pendiente,4,Bajo,PR y prueba de interfaz con usuario 1 sin permisos,Fundación,ADR-0014 B8
FND-FE-02,Autorización,contexts/permissions/permissionsConfig.js,Como desarrollador necesito que el catálogo de permisos no esté duplicado en el cliente.,Consumir el catálogo de permisos desde la API,Frontend,El mapa de acciones a identificadores numéricos vive en el cliente y su comentario referencia tablas que no existen. Sustituirlo por el catálogo que expone la API.,1) El cliente obtiene el catálogo de la API al iniciar sesión 2) No quedan identificadores numéricos literales de permisos en el cliente 3) El comentario obsoleto desaparece 4) La interfaz sigue mostrando y ocultando las mismas acciones que antes,Media,Dev Frontend,FND-BE-19,Pendiente,6,Bajo,PR y comparación de acciones visibles antes y después,Fundación,ADR-0014 B7
FND-FE-03,Autorización,api/services/httpCliente.js,Como usuario necesito entender por qué el sistema rechaza una acción y qué puedo hacer.,"Manejo de respuestas 403, 409 y 503 en el cliente HTTP",Frontend,"El cliente solo trata el 401 limpiando cookies y redirigiendo. Añadir tratamiento explícito de 403 sin permiso, 409 por concurrencia o saldo mostrando el valor actualizado, y 503 por espera de bloqueo con opción de reintentar con la misma clave de idempotencia.",1) Un 403 muestra un mensaje de permiso insuficiente sin cerrar la sesión 2) Un 409 muestra el valor vigente devuelto por el servidor 3) Un 503 ofrece reintentar reusando la misma clave de idempotencia 4) Ningún error de negocio se presenta como fallo genérico,Alta,Dev Frontend,FND-BE-13 FND-BE-26,Pendiente,8,Medio,PR y capturas de los tres casos,Fundación,"ADR-0014, 0027, 0024, 0025"
FND-FE-04,Seguridad,contexts/authContext.jsx,Como responsable de seguridad necesito que los datos de sesión no queden en la consola del navegador.,Retirar las trazas de consola con datos de sesión y token,Frontend,El contexto imprime en consola los datos de inicio de sesión y el token. Retirar esas trazas y cualquier otra que exponga datos sensibles.,"1) No queda ninguna traza de consola con datos de sesión, token ni permisos 2) Regla de lint que impide reintroducirlas en producción 3) Revisión del resto de vistas por el mismo patrón",Baja,Dev Frontend,-,Pendiente,3,Bajo,PR y regla de lint activa,Fundación,ADR-0001 B18
FND-FE-05,Auditoría,api/requests,Como desarrollador necesito que el cliente deje de enviar el autor de cada operación.,Dejar de enviar el identificador de usuario en las peticiones de escritura,Frontend,"Los servicios del cliente envían el identificador del usuario en el cuerpo de cada petición de escritura. Al tomar el autor del token en el backend, ese envío deja de ser necesario y debe retirarse para que no parezca que el cliente lo determina.",1) Ninguna petición de escritura incluye el identificador del autor 2) Todas las escrituras siguen funcionando y la auditoría registra el usuario del token 3) Revisión que enumera los archivos de api/requests afectados,Media,Dev Frontend,FND-BE-21,Pendiente,5,Bajo,PR y prueba de escritura con auditoría correcta,Fundación,ADR-0013
FND-FE-06,Auditoría,views/security,"Como usuario necesito ver el nombre de quien modificó un registro, no un número.",Resolver el autor de la última modificación a nombre de usuario en los listados,Frontend,UsersPage y ProfilePage muestran el autor de la última modificación como identificador numérico crudo porque la consulta de paginación no resuelve el nombre. Resolverlo en el backend y presentarlo en el cliente.,"1) Los listados muestran el nombre del usuario y no su identificador 2) La resolución se hace en la consulta con JOIN externo, sin ocultar filas con autor nulo 3) Las fechas usan el formateador existente 4) Aplicable a los listados de los módulos nuevos desde su creación",Baja,Dev Frontend + Dev Backend,FND-BE-30,Pendiente,5,Bajo,PR y captura del listado,Fundación,ADR-0013
FND-QA-01,Autorización,Backend completo,Como responsable de calidad necesito garantizar que ninguna ruta de negocio queda sin autorización.,Suite de pruebas de autorización por ruta,QA,"Construir una suite que enumere todas las rutas del backend y verifique, para cada una, que un usuario autenticado sin el permiso correspondiente recibe 403 y que uno sin token recibe 401.",1) La suite descubre las rutas automáticamente y falla si aparece una nueva sin cobertura 2) Cada ruta de negocio tiene su caso de 401 y de 403 3) Las rutas públicas están en una lista blanca justificada 4) La suite corre en CI en cada PR,Crítica,QA + Dev Backend,FND-BE-14,Pendiente,16,Medio,Suite en CI con informe de cobertura de rutas,Fundación,ADR-0014 B1
FND-QA-02,Integridad transaccional,Transversal CORE,Como responsable de calidad necesito demostrar que los saldos no se corrompen con operaciones simultáneas.,"Pruebas de concurrencia, idempotencia e interbloqueo",QA,"Construir las pruebas que reproducen los escenarios de concurrencia descritos en los ADR: dos amortizaciones simultáneas sobre el mismo pendiente, dos devoluciones sobre el mismo saldo, doble envío de creación y provocación de interbloqueo.","1) La segunda operación simultánea es rechazada con 409 y el mensaje indica el saldo vigente 2) El doble envío con la misma clave produce una sola entidad 3) El interbloqueo provocado devuelve 409 tras los reintentos y no 500 4) Las pruebas corren en CI contra una base de datos real, no simulada",Crítica,QA + Dev Backend,FND-BE-25 FND-BE-27,Pendiente,20,Alto,Suite de concurrencia en CI con los cuatro escenarios,Fundación,"ADR-0027, 0024 R2, 0025 R3, 0020 R4"
FND-QA-03,Seguridad,Backend completo,Como responsable de calidad necesito verificar que no queda ningún punto de inyección SQL.,Pruebas de inyección SQL sobre listados y filtros,QA,"Los listados existentes interpolan entrada del cliente en la cadena SQL y ese patrón no debe replicarse en los doce módulos nuevos. Construir pruebas de inyección sobre filtros, ordenamiento y paginación de cada listado.","1) Cada listado tiene casos de inyección en filtro, campo de orden y sentido de orden 2) Ningún caso altera la consulta ni devuelve filas adicionales 3) La suite se extiende automáticamente a los listados nuevos 4) Corre en CI en cada PR",Alta,QA,FND-BE-29 FND-BE-30,Pendiente,12,Medio,Suite de inyección en CI,Fundación,"ADR-0002 B8, 0011 B4, 0012 B9"
MAE-BD-01,Maestros de configuración,Aseguradoras,Como administrador necesito mantener el listado de aseguradoras que emiten las pólizas.,"Crear tabla, UNIQUE, FK e índice del maestro de aseguradoras",BD,"Tabla con descripción, estado tomado de tbl_status y auditoría estándar. La descripción es única entre las aseguradoras no eliminadas, lo que exige columna generada porque la eliminación es lógica. FK del estado con ON DELETE RESTRICT, coherente con las siete FK ya existentes en el esquema.",1) Tabla creada por migración con up y down probados 2) UNIQUE sobre la descripción entre no eliminadas mediante columna generada 3) FK a tbl_status con ON DELETE RESTRICT e índice sobre la columna 4) Insertar una descripción duplicada devuelve ER_DUP_ENTRY,Alta,Dev BD,FND-BD-01 FND-BD-04 FND-BD-07,Pendiente,6,Bajo,Migración y prueba de duplicado rechazado,Maestros,ADR-0003
MAE-BD-02,Maestros de configuración,Constructoras,Como administrador necesito mantener el listado de constructoras a las que pertenecen las obras.,"Crear tabla, UNIQUE, FK e índice del maestro de constructoras",BD,"Tabla con descripción, estado y auditoría estándar, con la descripción única entre las no eliminadas. La relación obra a constructora es N:1 obligatoria, con FK NOT NULL y ON DELETE RESTRICT que se declara al crear la tabla de obras.",1) Tabla creada por migración con up y down probados 2) UNIQUE sobre la descripción entre no eliminadas 3) La FK desde obra se declara NOT NULL y RESTRICT en la migración de obras 4) Índices sobre estado y sobre la columna referenciada,Alta,Dev BD,FND-BD-01 FND-BD-04 FND-BD-07,Pendiente,6,Bajo,Migración y prueba de duplicado rechazado,Maestros,ADR-0004
MAE-BD-03,Maestros de configuración,Tipos de interventoría,Como administrador necesito clasificar las obras por el tipo de interventoría que las vigila.,"Crear tabla, UNIQUE, FK e índice del maestro de tipos de interventoría",BD,"Tabla con nombre, estado y auditoría estándar, con el nombre único entre los no eliminados. El anclaje a la obra, y no al contrato, está pendiente de confirmación: si un contrato pudiera tener un tipo distinto del de su obra, la FK cambia de tabla.","1) Tabla creada por migración con up y down probados 2) UNIQUE sobre el nombre entre no eliminados 3) Se sigue el patrón de tbl_reasons, que sí tiene estado, y no el de tbl_priorities, que no lo tiene 4) La FK desde obra se declara con ON DELETE RESTRICT en la migración de obras",Alta,Dev BD,FND-BD-01 FND-BD-04 FND-BD-07,Pendiente,6,Bajo,Migración y prueba de duplicado rechazado,Maestros,ADR-0007
MAE-BD-04,Maestros de configuración,Tipos de proveedor,Como administrador necesito clasificar a los proveedores por su naturaleza.,"Crear tabla, UNIQUE, FK e índice del maestro de tipos de proveedor",BD,"Tabla con nombre, estado y auditoría estándar. El tipo de proveedor no participa en la identidad del proveedor: la unicidad se determina por tipo y número de documento. La creación depende de resolver antes si el tipo describe a la empresa, su participación o una jerarquía.",1) Tabla creada por migración con up y down probados 2) UNIQUE sobre el nombre entre no eliminados 3) La decisión DEC-10 está resuelta y registrada antes de crear la tabla 4) La ubicación de la FK corresponde a lo resuelto en DEC-10,Alta,Dev BD,FND-BD-01 DEC-10,Pendiente,6,Alto,Migración y acta de la decisión DEC-10,Maestros,ADR-0010
MAE-BD-05,Maestros de configuración,Tipos de dirección,Como administrador necesito tipificar las direcciones de contacto de obras y proveedores con un mismo catálogo.,"Crear tabla, UNIQUE, FK e índice del maestro de tipos de dirección",BD,"Catálogo compartido por los contactos de obra y los de proveedor, con nombre único entre los no eliminados. El catálogo no contiene ninguna dirección concreta. La FK desde los contactos es ON DELETE RESTRICT, frente al CASCADE desde la entidad propietaria.",1) Tabla creada por migración con up y down probados 2) UNIQUE sobre el nombre entre no eliminados 3) La marca de contacto principal no se modela como un tipo del catálogo 4) Las FK desde las tablas de contacto se declaran RESTRICT,Alta,Dev BD,FND-BD-01 FND-BD-04 FND-BD-07,Pendiente,6,Bajo,Migración y prueba de duplicado rechazado,Maestros,ADR-0009
MAE-BD-06,Maestros de configuración,Tipos de identificación,Como administrador necesito el catálogo de tipos de documento con el que se identifica a proveedores y usuarios.,"Crear tabla tbl_identity_documents, hoy referenciada por una FK y ausente del esquema",BD,"tbl_providers declara una FK hacia tbl_identity_documents, pero la tabla no está en el volcado: la tabla de proveedores no es utilizable. Recuperarla del esquema de origen o crearla conforme a la restricción ya declarada, con nombre, estado y auditoría estándar. Es la prioridad máxima de este maestro.",1) La tabla existe con el nombre y la clave primaria que la restricción declara 2) UNIQUE sobre el nombre entre no eliminados 3) La FK existente de tbl_providers valida correctamente 4) El catálogo no contiene ningún dato de una persona concreta,Crítica,Dev BD,FND-BD-01 FND-BD-04,Pendiente,6,Medio,Migración y verificación de la FK existente,Maestros,"ADR-0008 B1, 0012 B4"
MAE-BD-07,Configuración de tipos de contrato,Catálogo de campos configurables,Como administrador necesito que un tipo de contrato solo pueda configurar campos que existen en la entidad contrato.,Crear tabla del catálogo cerrado de campos configurables,BD,"Catálogo cerrado y versionado con el código: clave simbólica, etiqueta, tipo de dato y grupo. Un tipo de contrato no puede inventar campos, solo declarar cuáles de los existentes aplican. La configuración no crea columnas.","1) Tabla creada con clave simbólica única y estable 2) Los tipos de dato admitidos se alinean con los que soporta GenericFormSection 3) El catálogo se siembra y versiona con el código, no se administra desde la interfaz 4) Cada clave del catálogo corresponde a una columna real de la tabla de contratos",Alta,Dev BD,FND-BD-01 PRO-BD-09,Pendiente,8,Medio,Migración y contraste del catálogo contra las columnas de contrato,Maestros,ADR-0006 B3
MAE-BD-08,Configuración de tipos de contrato,Tipos de contrato,Como administrador necesito mantener los tipos de contrato y saber con qué versión de configuración se creó cada contrato.,Crear tabla del maestro de tipos de contrato con versión de configuración,BD,"Tabla con nombre único entre no eliminados, estado, versión de configuración y auditoría estándar. La versión permite reconstruir el formulario tal como se presentó cuando se creó un contrato.",1) Tabla creada por migración con up y down probados 2) UNIQUE sobre el nombre entre no eliminados 3) Columna de versión de configuración que se incrementa al guardar cambios de configuración 4) La tabla de contratos registra la versión con la que fue creado cada contrato,Alta,Dev BD,FND-BD-01 FND-BD-04,Pendiente,6,Bajo,Migración y prueba de incremento de versión,Maestros,ADR-0006
MAE-BD-09,Configuración de tipos de contrato,Configuración por tipo de contrato,"Como administrador necesito declarar por tipo de contrato qué campos aplican, cuáles se ven y cuáles son obligatorios.",Crear tabla de configuración con UNIQUE del par y CHECK de la jerarquía,BD,"Una fila por tipo y campo, con los tres atributos independientes aplica, visible y obligatorio, más el orden. La jerarquía es estricta: no aplica anula visible y obligatorio, y un campo no aplicable no puede ser obligatorio.","1) UNIQUE sobre el par tipo de contrato y campo 2) CHECK que impide obligatorio o visible cuando el campo no aplica 3) La ausencia de configuración significa no aplica, por defecto restrictivo 4) Índice por tipo de contrato para la resolución del formulario",Alta,Dev BD,MAE-BD-07 MAE-BD-08,Pendiente,8,Medio,Migración y pruebas de violación del CHECK,Maestros,ADR-0006
MAE-BD-10,Configuración de tipos de contrato,Catálogo de campos configurables,Como administrador necesito que el catálogo de campos esté disponible desde el primer despliegue.,Crear migración de semillas del catálogo de campos configurables,BD,"Sembrar y versionar el conjunto cerrado de campos configurables, alineado con las columnas reales del contrato y con los tipos que soporta el renderizador de formularios del cliente.","1) Semillas versionadas y migración idempotente 2) Cada campo sembrado tiene su clave, etiqueta, tipo y grupo 3) Añadir un campo nuevo exige una migración y un cambio de código, no una edición en producción 4) Prueba que compara el catálogo sembrado con las columnas de la tabla de contratos",Media,Dev BD,MAE-BD-07,Pendiente,6,Bajo,Migración de semillas y prueba de correspondencia,Maestros,ADR-0006
MAE-BD-11,Maestros de configuración,tbl_providers,Como administrador necesito que el proveedor tenga su tipo y que la tabla no arrastre columnas sin destino.,"Crear columna de tipo de proveedor y depurar dot_id, are_id y cos_id",BD,"tbl_providers no tiene columna de tipo de proveedor y arrastra tres columnas sin tabla ni FK, una de ellas redundante con el tipo de identificación. Resolver las tres antes de añadir columnas nuevas, para no seguir acumulando referencias sin destino.",1) Las tres columnas residuales quedan eliminadas o dotadas de su tabla y su restricción 2) La columna de tipo de proveedor se añade en la ubicación que resuelva DEC-10 3) FK con ON DELETE RESTRICT e índice 4) Migración reversible con verificación de datos previos,Alta,Dev BD,MAE-BD-04 DEC-10,Pendiente,8,Alto,"Migración, informe de datos previos y verificación posterior",Maestros,"ADR-0010 B3 B5, 0012 B8 B10, 0022 B2"
MAE-BD-12,Maestros de configuración,Maestros completos,Como responsable técnico necesito que los selectores y listados de maestros respondan sin degradar.,Crear índice y revisar impacto de índices en los maestros,BD,"Definir los índices de los ocho maestros: por estado para los selectores de activos, por la columna de nombre o descripción para la búsqueda, y sobre las columnas referenciadas por las FK de las entidades de negocio.",1) Toda FK hacia un maestro tiene índice en la tabla que la declara 2) Los selectores de activos usan un índice y se verifica con plan de ejecución 3) No se crean índices sin una consulta que los justifique 4) Plan de ejecución documentado para el listado y el selector de cada maestro,Media,Dev BD,MAE-BD-01 MAE-BD-02 MAE-BD-03 MAE-BD-05 MAE-BD-06,Pendiente,8,Bajo,Planes de ejecución antes y después en el PR,Maestros,"ADR-0002, 0027"
MAE-BD-13,Pólizas,Tipos de póliza,Como administrador necesito que cada tipo de póliza determine sobre qué base se calcula su valor asegurado.,Crear tabla del maestro de tipos de póliza con base de cálculo como dominio cerrado,BD,"Maestro con efecto funcional: nombre único, clave simbólica estable y no editable, y base de cálculo modelada como dominio cerrado (costo directo, base gravable, valor total, solo IVA), nunca como booleano ni texto libre. La póliza copia la clave de la base al emitirse, de modo que cambiar la base del tipo no recalcula las pólizas existentes.","1) Tabla creada con UNIQUE sobre el nombre entre no eliminados 2) La base de cálculo es un dominio cerrado, no un booleano subtotal o IVA 3) La clave simbólica del tipo es estable y no editable 4) La decisión DEC-04 está resuelta antes de sembrar valores",Alta,Dev BD,FND-BD-01 DEC-04,Pendiente,8,Alto,Migración y acta de la decisión DEC-04,Maestros,ADR-0019 B1 B5
MAE-BD-14,Pólizas,Tipos de póliza,Como administrador necesito que los tipos de póliza confirmados estén disponibles desde el despliegue.,Crear migración de semillas de los tipos de póliza confirmados,BD,Sembrar únicamente los tipos y las bases que el área usuaria y la aseguradora confirmen. Declarar las cuatro bases posibles no obliga a poblarlas todas.,1) Solo se siembran los tipos confirmados en DEC-04 2) Migración idempotente y versionada 3) Cada tipo sembrado tiene su base de cálculo asignada y documentada 4) Un tipo sin base confirmada no se siembra,Media,Dev BD,MAE-BD-13 DEC-04,Pendiente,4,Medio,Migración de semillas con el acta de confirmación adjunta,Maestros,ADR-0019 B4
MAE-BE-01,Maestros de configuración,Patrón de módulo,Como desarrollador necesito un módulo de maestro que se replique sin reescribir la misma lógica ocho veces.,Service y controller: patrón reutilizable de módulo de maestro,Backend,"Construir el módulo de referencia con rutas, controlador y servicio parametrizados: listado paginado con filtros, obtención, creación, edición, cambio de estado, eliminación lógica con verificación de uso y selector de activos. Incorpora permisos, auditoría desde el token y consultas parametrizadas desde el inicio.","1) Un maestro nuevo se implementa declarando su tabla, sus columnas y sus permisos, sin duplicar lógica 2) Todos los filtros y el ordenamiento van parametrizados con lista blanca 3) La eliminación lógica verifica dependientes y devuelve un error que nombra el motivo y la cantidad 4) Toda escritura recibe la conexión de la transacción y registra auditoría desde req.user",Alta,Dev Backend,FND-BE-29 FND-BE-13 FND-BE-21 FND-BE-24,Pendiente,20,Medio,PR del patrón con su suite de pruebas,Maestros,"ADR-0003, 0004, 0007, 0009, 0010, 0019"
MAE-BE-02,Maestros de configuración,Aseguradoras,"Como administrador necesito crear, editar, activar y eliminar aseguradoras sin romper las pólizas ya emitidas.","Endpoint, controller y service del maestro de aseguradoras",Backend,"Módulo completo sobre el patrón, con la regla propia: una aseguradora referenciada por al menos una póliza no puede eliminarse ni siquiera lógicamente, solo desactivarse. El selector para formularios de póliza devuelve solo aseguradoras activas.","1) Las siete operaciones responden con los códigos correctos: 200, 201, 400, 403, 404 y 409 2) Eliminar una aseguradora con pólizas devuelve 409 con el motivo y la cantidad 3) El selector devuelve solo activas 4) Desactivar no altera las pólizas vigentes emitidas por esa aseguradora",Alta,Dev Backend,MAE-BE-01 MAE-BD-01,Pendiente,10,Bajo,PR con pruebas de las siete operaciones y del bloqueo por uso,Maestros,ADR-0003
MAE-BE-03,Maestros de configuración,Constructoras,Como administrador necesito que eliminar una constructora no deje obras sin identificar.,"Endpoint, controller y service del maestro de constructoras",Backend,"Módulo completo sobre el patrón. La verificación de uso cuenta todas las obras, incluidas las eliminadas lógicamente, porque una obra eliminada sigue siendo parte del historial y necesita su constructora identificable. El listado de obras nunca oculta una obra por el estado de su constructora.",1) Eliminar una constructora con obras devuelve 409 indicando la cantidad 2) La cuenta incluye las obras eliminadas lógicamente 3) El selector devuelve solo activas 4) El listado de obras usa JOIN externo y no filtra por el estado del maestro,Alta,Dev Backend,MAE-BE-01 MAE-BD-02,Pendiente,10,Bajo,PR con pruebas de bloqueo por uso y de visibilidad con maestro inactivo,Maestros,ADR-0004
